mlplink,tmc
3662157656397293993,119P05952
3670622238073052133,119+12929
3676149813736066953,119P04622
3661226975635905029,119N04674
3676146055642401732,119+05910
3661948212315671238,119P04588
3656451603364058002,119-08549
3665976200148724084,119-07009
3679911311736081058,119+07043
3664619475815589710,119P04590
3668866184860380967,119P04571
3658694705869597671,119N14054
3662845534062967317,119N04466
3668309587162576028,119P17204
3668671717327158768,119N06949
3657775956526569225,119P07074
3669125377545022112,119N04723
3670203358499462668,119N06950
3663615157844908005,119P05921
3668231916974992425,119N04572
3668659120192578373,119N05917
3671536460516854705,119N07138
3668827779262810677,119-17319
3672678075708115449,119N14223
3666984710010265479,119P04424
3669779767354416130,119P05917
3678128281830766413,119P05982
3664747006279629665,119N04598
3665050145073053374,119-05921
3668435988050298830,119N17205
3668536438746575695,119-17251
3674143084759309469,119P09648
3671472048892305744,119N17200
3663520221887680826,119P05920
3671009772969032457,119N04632
3666404004662443990,119P13797
3657030771113767673,119N08548
3669557300930728487,119N04647
3672523830548667853,119+04386
3655014429999073582,119+08610
3669541181918508180,119-04604
3676901080827558690,119+05908
3667155593874221653,119N16509
3665353846501720880,119P13864
3669557167786840606,119N04648
3670659277870824951,119N17219
3667168556086892390,119N04574
3666431702905399526,119-07010
3664715515581124175,119N04558
3668197402616266471,119N04425
3672945884097928224,119N05871
3665798349850851594,119N05917
3670626030529896446,119P04570
3664109555825215772,119P05921
3681516006007156302,119N07105
3663802092001382829,119P05921
3669523752942171278,119-13794
3680564133879164061,119P14290
3655178961605213535,119N14029
3662272851715141861,119N05952
3666191219095596475,119N16855
3681083223627564194,119P07043
3675729757347504568,119N17299
3667885433373778603,119P05917
3668510016107694728,119N17251
3664281758244021269,119N05921
3670989659637164185,119N04632
3672499963415447477,119N04386
3657048045471187150,119-04669
3650404869232043695,119-05037
3670947869605290645,119-04631
3677041818314918639,119+04438
3665783935938968103,119N04598
3665864088619754290,119-04573
3665760936388523803,119N07053
3669826780063451416,119N07147
3668650014857406706,119P06949
3668571099131498746,119N17205
3658526416166314831,119N14054
3660165611907662899,119P04674
3673056354953298003,119-04681
3664955767461349674,119P04556
3670709752326662719,119N04682
3655803243691472069,119P05970
3670983053977461433,119N06951
3665720464911548480,119-04607
3670965126783967820,119P06951
3673278907271498418,119P04619
3676655632036928511,119N12929
3664999099386405310,119P04556
3669850024426695695,119-13025
3670505874524823920,119N17281
3684728100378699865,119+09614
3647674137613894951,119-05642
3665857203785260200,119N16811
3671113612393679726,119-04634
3673211381798436505,119P17285
3672503012842191570,119N04386
3655796406103391756,119-04676
3666684036530187420,119P17517
3668753197156218706,119P05917
3670499273160006504,119+09648
3680816544813196285,119N07043
3674134018083333537,119-05900
3669419359466726484,119-13791
3670498766353935339,119N17278
3672083003693554982,119+12985
3678194110794789601,119P11392
3665725356879312058,119-04607
3668884017563094990,119-04474
3670182076936514117,119N06950
3669397704241709211,119-16496
3684534998649076125,119-07043
3663000071281301063,119+04465
3670452290509930895,119N04642
3659435587726412827,119N04674
3668360817533051395,119+04552
3670347454655381725,119+12929
3668877330299005245,119+13792
3677115421170179155,119N05907
3657038897190963450,119N05967
3666925422283233718,119-04574
3655857093991155615,119N04676
3666210808441450002,119-06947
3661107455285836965,119+04671
3669887145828577152,119N04645
3670634938291123819,119P17219
3663080296975397214,119N04466
3666142166277333090,119-04573
3664579347932349071,119-04650
3652241989950164934,119+10220
3676609731721441405,119P05909
3671726156338194415,119-05913
3650371132263929884,119-05037
3664435432173817915,119+05921
3667729599075378233,119N05957
3672447904116463245,119N04382
3670513571106199603,119+04568
3668563381076589182,119N05957
3671784370324954341,119+17269
3678050585873690390,119+04709
3667123519058414604,119N04428
3671006358470007198,119P04632
3672483556640135465,119N04384
3671192562485113694,119N04680
3665738718524076374,119N04552
3664083223380709619,119+05921
3681066881277011646,119N07043
3668120806170163689,119N04603
3668406464441933214,119P06949
3672711666646455894,119N04677
3670511926133745494,119P04570
3671037445443364012,119-04632
3665808404366377184,119P07147
3677819495158439218,119N16938
3657034172727850125,119N08548
3676329489397731964,119N05983
3670542081098404623,119+12929
3664184004788308905,119N05921
3665921112898623093,119P16811
3663505163732468445,119N05921
3676280135928546565,119P14100
3669569936725503965,119P04373
3672444889049814397,119N17285
3663534068858289527,119N04657
3667166301227705830,119P05924
3673320766023913586,119P14229
3672457486189269240,119-17268
3669681554337252280,119N05917
3668219272590483523,119P17205
3668884210836565874,119N04425
3673177150909083515,119P17285
3674024281668907461,119N17226
3665782157821233400,119N07009
3652563644347962000,119-04667
3671558201641324272,119P04385
3664997600440200805,119+04408
3668575501473777115,119-17319
3676719725833590050,119N05908
3675765328266641622,119N05910
3684653990718010710,119-07043
3668042049351778593,119P06949
3664999704973750292,119P04662
3673607790100297449,119P17267
3678059107087804248,119N04710
3655016074971617710,119+08610
3686231102706397085,119N08558
3669730577089454461,119-06949
3664987679065880320,119N13003
3679263888365236031,119-08626
3668200099856503110,119N04547
3675819114142589905,119P04391
3664560630465057665,119N04651
3671155411015578016,119N04636
3669764855225237079,119N07012
3672466037468379529,119P07137
3668553811889369695,119-05956
3668350080114714875,119+04579
3668662435902829773,119P06949
3668889442106733180,119P04425
3672269817591342084,119P14229
3670739877227063194,119-04679
3663404661493708490,119-04657
3665728775673284925,119-04608
3658378931284454798,119-07114
3664030232074211374,119+05921
3648626628216170268,119-04664
3671284547796411409,119N04630
3680129126706270705,119+06999
3668578636800350420,119+05957
3676687736917293061,119N16497
3666272333848880830,119N13015
3658739605457732997,119N14054
3661283055026916785,119P14313
3671747605404887801,119N05914
